cargo,org_politica,persona_juridica,fin_departamento,fin_municipio,campana,tipo,cont_n_contratista,cont_tot_contratista,aportes_n,aportes_tot,aportes_cand_n
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,VALLE,GUACARI,Regionales 2015,Candidato|Financiador,2,7757100,1,1e6,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,VALLE,GUACARI,Regionales 2015,Candidato|Financiador,2,15e6,2,15e5,1
NA,NA,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Financiador,2,34393333,1,23e6,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Candidato|Financiador,4,127567984,2,29e5,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,SANTANDER,PIEDECUESTA,Regionales 2015,Candidato|Financiador,6,58383333,1,1014400,1
Concejo,MOVIMIENTO MIRA,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Candidato|Financiador,4,3165e4,3,23e4,1
Cámara de Representantes,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,SANTANDER,BUCARAMANGA,Congreso 2018,Candidato|Financiador,11,14159e4,2,14695e3,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,AMAZONAS,LETICIA,Regionales 2015,Candidato|Financiador,2,132e5,1,39e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Candidato|Financiador,6,455e5,1,2e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NORTE DE SANTANDER,CONVENCION,Regionales 2015,Candidato|Financiador,6,45555619,1,4e5,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,NORTE DE SANTANDER,CUCUTA,Regionales 2015,Candidato|Financiador,7,72456667,1,775e4,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Candidato|Financiador,4,168e5,1,15e5,1
NA,NA,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Financiador,3,976e5,1,18e6,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SANTANDER,LEBRIJA,Regionales 2015,Candidato|Financiador,4,43479999,1,1039500,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,SANTANDER,RIONEGRO,Regionales 2015,Candidato|Financiador,4,159e5,1,2e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,SANTANDER,VELEZ,Regionales 2015,Candidato|Financiador,3,22993334,2,31e5,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,SANTANDER,SURATA,Regionales 2015,Candidato|Financiador,4,22404e3,1,1e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,SANTANDER,LOS SANTOS,Regionales 2015,Candidato|Financiador,3,28567e3,1,8e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,SANTANDER,MALAGA,Regionales 2015,Candidato|Financiador,2,11961e3,1,8e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Candidato|Financiador,2,135e5,4,1498e3,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,SANTANDER,ENCISO,Regionales 2015,Candidato|Financiador,4,4799300,1,7e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,SANTANDER,ENCISO,Regionales 2015,Candidato|Financiador,5,3748e4,1,502e3,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,SANTANDER,SAN JOSE DE MIRANDA,Regionales 2015,Candidato|Financiador,4,27593667,1,602e3,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SANTANDER,ENCISO,Regionales 2015,Candidato|Financiador,3,12701e3,1,499e3,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,SANTANDER,SAN MIGUEL,Regionales 2015,Candidato|Financiador,3,26690700,1,5e4,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,SANTANDER,CONCEPCION,Regionales 2015,Candidato|Financiador,3,3062e4,1,1459100,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,VALLE,LA CUMBRE,Regionales 2015,Candidato|Financiador,5,16235e3,6,1435381,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,SANTANDER,VELEZ,Regionales 2015,Candidato|Financiador,2,2725333,17,408600,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,SANTANDER,SANTA HELENA DEL OPON,Regionales 2015,Candidato|Financiador,2,2e7,1,38e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SANTANDER,VELEZ,Regionales 2015,Candidato|Financiador,2,15449999,1,21e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SANTANDER,VELEZ,Regionales 2015,Candidato|Financiador,5,56026206,19,1667836,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,SANTANDER,VELEZ,Regionales 2015,Candidato|Financiador,2,10878329,1,9e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,VALLE,LA CUMBRE,Regionales 2015,Candidato|Financiador,2,16176900,1,122500,1
Alcaldía,PARTIDO OPCION CIUDADANA CAMBIO RADICAL ALIANZA VERDE,Persona Natural,SANTANDER,VELEZ,Regionales 2015,Candidato|Financiador,3,407e5,1,33828453,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,SANTANDER,PIEDECUESTA,Regionales 2015,Candidato|Financiador,3,1275e4,1,6e6,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,SANTANDER,GIRON,Regionales 2015,Candidato|Financiador,2,272e5,1,3044300,1
NA,NA,Persona Natural,ARAUCA,ARAUQUITA,Regionales 2015,Financiador,14,24441280,1,374e4,1
NA,NA,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Financiador,6,6347e4,1,25e5,1
Concejo,COMPROMISO CIVICO INTEGRAL,Persona Natural,SANTANDER,BARRANCABERMEJA,Regionales 2015,Candidato|Financiador,9,1392e5,3,19177e3,1
Concejo,BARRANCABERMEJA EN SERIO,Persona Natural,SANTANDER,BARRANCABERMEJA,Regionales 2015,Candidato|Financiador,5,68871665,1,752e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,SANTANDER,BARRANCABERMEJA,Regionales 2015,Candidato|Financiador,3,1427e4,1,822065,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SANTANDER,CONTRATACION,Regionales 2015,Candidato|Financiador,2,1224e4,1,5e5,1
NA,NA,Persona Natural,SANTANDER,BARRANCABERMEJA,Regionales 2015,Financiador,2,6e7,1,25e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,SANTANDER,BARRANCABERMEJA,Regionales 2015,Candidato|Financiador,8,50077916,2,14431231,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,SANTANDER,PIEDECUESTA,Regionales 2015,Candidato|Financiador,3,162e5,1,63e5,1
Alcaldía,PARTIDO CAMBIO RADICAL,Persona Natural,SANTANDER,SAN JOAQUIN,Regionales 2015,Candidato|Financiador,2,7231667,1,25952251,1
Alcaldía,PARTIDO ALIANZA VERDE,Persona Natural,SANTANDER,SAN GIL,Regionales 2015,Candidato|Financiador,3,312e5,1,2514600,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,SANTANDER,MOGOTES,Regionales 2015,Candidato|Financiador,3,29196900,1,1e5,1
Alcaldía,CON VOLUNTAD Y RESULTADOS DE VERDAD,Persona Natural,SANTANDER,ZAPATOCA,Regionales 2015,Candidato|Financiador,3,110386635,2,7822439,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,SANTANDER,EL PLAYON,Regionales 2015,Candidato|Financiador,12,61194851,1,55e4,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Candidato|Financiador,2,67e5,1,35e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Candidato|Financiador,5,89273333,1,2e7,1
NA,NA,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Financiador,21,301324788,1,2e7,1
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Financiador,5,179718333,1,25e6,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,SANTANDER,CERRITO,Regionales 2015,Candidato|Financiador,3,208e5,2,883912,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Candidato|Financiador,10,162623383,2,123e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,SANTANDER,FLORIAN,Regionales 2015,Candidato|Financiador,3,8062e3,1,1e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SANTANDER,LEBRIJA,Regionales 2015,Candidato|Financiador,5,51166666,1,1e6,1
NA,NA,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Financiador,3,358e5,1,2e6,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Candidato|Financiador,10,192030494,2,35924500,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,SANTANDER,PIEDECUESTA,Regionales 2015,Candidato|Financiador,11,119366333,1,113e5,1
NA,NA,Persona Natural,ATLANTICO,PUERTO COLOMBIA,Regionales 2015,Financiador,3,126e5,1,25e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Candidato|Financiador,3,208e5,4,83e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Candidato|Financiador,8,10281e4,1,27e5,1
NA,NA,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Financiador,5,3746e4,1,195e4,1
NA,NA,Persona Natural,SANTANDER,BARRANCABERMEJA,Regionales 2015,Financiador,10,214554946,1,3e6,1
Alcaldía,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SANTANDER,BARRANCABERMEJA,Regionales 2015,Candidato|Financiador,8,160833333,2,8754e3,1
Alcaldía,PUERTO WILCHES COMPROMISO DE TODOS,Persona Natural,SANTANDER,PUERTO WILCHES,Regionales 2015,Candidato|Financiador,7,29066e3,1,7297806,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,SANTANDER,BARRANCABERMEJA,Regionales 2015,Candidato|Financiador,4,10406112,1,12e4,1
Asamblea,PARTIDO ALIANZA VERDE,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Candidato|Financiador,15,220075e3,1,77e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,SANTANDER,PIEDECUESTA,Regionales 2015,Candidato|Financiador,2,1935e4,1,2e5,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,SANTANDER,MALAGA,Regionales 2015,Candidato|Financiador,6,22233333,1,3755e3,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,SANTANDER,OIBA,Regionales 2015,Candidato|Financiador,6,757e5,1,4e5,1
NA,NA,Persona Natural,BOYACA,TUNJA,Regionales 2015,Financiador,3,110125103,1,9924e3,1
NA,NA,Persona Natural,SANTANDER,PIEDECUESTA,Regionales 2015,Financiador,6,12209e4,2,5e6,1
NA,NA,Persona Natural,SANTANDER,PIEDECUESTA,Regionales 2015,Financiador,8,717e5,1,25e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,SANTANDER,SAN ANDRES,Regionales 2015,Candidato|Financiador,3,3363e4,1,6e5,1
Alcaldía,PARTIDO OPCION CIUDADANA,Persona Natural,CESAR,CURUMANI,Regionales 2015,Candidato|Financiador,2,27696e3,2,5001e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ANTIOQUIA,PUERTO BERRIO,Regionales 2015,Candidato|Financiador,4,404e5,1,25e4,1
Concejo,MOVIMIENTO MIRA,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Candidato|Financiador,4,4e7,2,15e4,1
NA,NA,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Financiador,8,825e5,2,5e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,SANTANDER,PIEDECUESTA,Regionales 2015,Candidato|Financiador,4,46e6,1,285e4,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Candidato|Financiador,4,246e5,1,1e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Candidato|Financiador,6,28366666,1,5e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,VALLE,LA UNION,Regionales 2015,Candidato|Financiador,2,16857142,3,2229e3,1
NA,NA,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Financiador,14,219313665,1,2e7,1
NA,NA,Persona Natural,SANTANDER,SAN GIL,Regionales 2015,Financiador,5,2885e4,1,2e6,1
NA,NA,Persona Natural,SANTANDER,BUCARAMANGA,Regionales 2015,Financiador,8,114474621,1,15e6,1
NA,NA,Persona Natural,VALLE,LA UNION,Congreso 2018,Financiador,2,11018400,4,12417523,2
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,VALLE,OBANDO,Regionales 2015,Candidato|Financiador,6,32579750,1,2e4,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,VALLE,OBANDO,Regionales 2015,Candidato|Financiador,2,6462e3,1,2e5,1
Alcaldía,TODOS UNIDOS POR OBANDO,Persona Natural,VALLE,OBANDO,Regionales 2015,Candidato|Financiador,4,12828320,1,26e6,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,VALLE,OBANDO,Regionales 2015,Candidato|Financiador,5,26756e3,1,104500,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,NARIÑO,NARIÑO,Regionales 2015,Candidato|Financiador,3,125619769,1,714800,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,EL CERRITO,Regionales 2015,Candidato|Financiador,6,129011627,1,1e6,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,GUAVIARE,EL RETORNO,Regionales 2015,Candidato|Financiador,4,2695e4,1,45e4,1
NA,NA,Persona Natural,VALLE,PRADERA,Regionales 2015,Financiador,2,14e7,1,18e6,1
Alcaldía,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,PRADERA,Regionales 2015,Candidato|Financiador,5,233233333,1,245e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,VALLE,PRADERA,Regionales 2015,Candidato|Financiador,4,15005e3,1,15e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,PRADERA,Regionales 2015,Candidato|Financiador,2,1942e4,1,3285e3,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,VALLE,PRADERA,Regionales 2015,Candidato|Financiador,3,16294600,1,3e6,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,VALLE,PALMIRA,Regionales 2015,Candidato|Financiador,2,625e5,1,177e4,1
Alcaldía,PARTIDO ALIANZA VERDE,Persona Natural,VALLE,RESTREPO,Regionales 2015,Candidato|Financiador,3,31460536,1,8868419,1
Alcaldía,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,VALLE,RESTREPO,Regionales 2015,Candidato|Financiador,2,14e6,1,5e7,1
Asamblea,PARTIDO UNION PATRIOTICA UP,Persona Natural,CAQUETA,FLORENCIA,Regionales 2015,Candidato|Financiador,2,315e5,1,11e5,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,VALLE,RIOFRIO,Regionales 2015,Candidato|Financiador,3,238e5,1,135e3,1
Alcaldía,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,RIOFRIO,Regionales 2015,Candidato|Financiador,3,48449984,1,315e4,1
Alcaldía,UNIDOS POR EL CAMBIO,Persona Natural,VALLE,RIOFRIO,Regionales 2015,Candidato|Financiador,2,14833333,1,35e6,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,RIOFRIO,Regionales 2015,Candidato|Financiador,7,58389673,1,135e3,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,SUCRE,SAN PEDRO,Regionales 2015,Candidato|Financiador,3,2468e4,1,9e5,1
Concejo,AVANZA SINCELEJO,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Candidato|Financiador,4,36876620,6,4225e3,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Candidato|Financiador,2,126e5,1,2e6,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Candidato|Financiador,2,17e6,1,2e6,1
NA,NA,Persona Natural,CORDOBA,TUCHIN,Regionales 2015,Financiador,3,28920650,1,77e5,1
NA,NA,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Financiador,6,115634471,1,55e5,1
Alcaldía,CENTRO DEMOCRATICO,Persona Natural,SUCRE,COROZAL,Regionales 2015,Candidato|Financiador,2,775e4,4,455e4,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,SUCRE,SAN MARCOS,Regionales 2015,Candidato|Financiador,2,28e6,1,101e5,1
NA,NA,Persona Natural,VALLE,YUMBO,Regionales 2015,Financiador,3,57413e3,1,1e6,1
NA,NA,Persona Natural,CORDOBA,PLANETA RICA,Regionales 2015,Financiador,8,181140520,1,11e6,1
Asamblea,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CORDOBA,MONTERIA,Regionales 2015,Candidato|Financiador,2,56352088,1,15e6,1
Asamblea,PARTIDO LIBERAL COLOMBIANO,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Candidato|Financiador,3,575e5,1,55e6,1
Alcaldía,CENTRO DEMOCRATICO,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Candidato|Financiador,5,186947200,2,15567562,1
NA,NA,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Financiador,14,181775967,1,22e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,SUCRE,CHALAN,Regionales 2015,Candidato|Financiador,5,67452200,1,1235e3,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,SUCRE,COLOSO (RICAURTE),Regionales 2015,Candidato|Financiador,3,13109e3,1,2e5,1
NA,NA,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Financiador,6,1528e4,1,25e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,SUCRE,COLOSO (RICAURTE),Regionales 2015,Candidato|Financiador,3,14758e3,1,2e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Candidato|Financiador,4,501e5,1,15e6,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,SUCRE,SINCELEJO,Regionales 2015,Candidato|Financiador,3,4921793,1,3e6,1
NA,NA,Persona Natural,SUCRE,TOLU,Regionales 2015,Financiador,4,72e6,1,2e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,SUCRE,LA UNION,Regionales 2015,Candidato|Financiador,2,1686e4,1,5e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,SUCRE,SAMPUES,Regionales 2015,Candidato|Financiador,3,1896e4,1,412e3,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,SUCRE,SAMPUES,Regionales 2015,Candidato|Financiador,9,1988e4,1,1e6,1
NA,NA,Persona Natural,SUCRE,SAN BENITO ABAD,Regionales 2015,Financiador,2,592e5,1,12e5,1
Alcaldía,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,VALLE,ARGELIA,Regionales 2015,Candidato|Financiador,2,0,3,51e6,1
Alcaldía,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,ARGELIA,Regionales 2015,Candidato|Financiador,2,39288e3,4,18793950,1
Alcaldía,PARTIDO OPCION CIUDADANA,Persona Natural,VALLE,TORO,Regionales 2015,Candidato|Financiador,2,0,1,5e4,1
NA,NA,Persona Natural,SUCRE,SINCE,Regionales 2015,Financiador,4,8e7,1,5e6,1
NA,NA,Persona Natural,SUCRE,OVEJAS,Regionales 2015,Financiador,2,25187414,1,1e7,1
Concejo,PARTIDO UNION PATRIOTICA UP,Persona Natural,SUCRE,TOLU,Regionales 2015,Candidato|Financiador,6,25998e3,1,18e5,1
NA,NA,Persona Natural,SUCRE,SAN ONOFRE,Regionales 2015,Financiador,11,45089150,1,87e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,VALLE,TULUA,Regionales 2015,Candidato|Financiador,3,35116787,1,3e6,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,VALLE,ROLDANILLO,Regionales 2015,Candidato|Financiador,2,10393900,1,894099,1
NA,NA,Persona Natural,VALLE,TRUJILLO,Regionales 2015,Financiador,14,491767666,1,7e6,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,ULLOA,Regionales 2015,Candidato|Financiador,2,9137568,1,4e5,1
Alcaldía,CENTRO DEMOCRATICO,Persona Natural,VALLE,VERSALLES,Regionales 2015,Candidato|Financiador,3,293e5,1,1e6,1
Alcaldía,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,VALLE,VERSALLES,Regionales 2015,Candidato|Financiador,5,3295e4,4,11974278,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VALLE,VIJES,Regionales 2015,Candidato|Financiador,3,41449800,1,1e6,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,VALLE,YOTOCO,Regionales 2015,Candidato|Financiador,3,2028e4,1,24e3,1
NA,NA,Persona Natural,VALLE,YUMBO,Regionales 2015,Financiador,6,471e5,1,517e3,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,VALLE,YUMBO,Regionales 2015,Candidato|Financiador,2,32133500,1,38e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,TOLIMA,ARMERO (GUAYABAL),Regionales 2015,Candidato|Financiador,2,8594e3,1,2e5,1
NA,NA,Persona Natural,VALLE,YUMBO,Regionales 2015,Financiador,3,6825e4,1,1e5,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,VALLE,YUMBO,Regionales 2015,Candidato|Financiador,4,31474e3,1,17e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,CUNDINAMARCA,TENJO,Regionales 2015,Candidato|Financiador,2,14e6,1,65e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,TOLIMA,GUAMO,Regionales 2015,Candidato|Financiador,2,35e6,1,135e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,TOLIMA,GUAMO,Regionales 2015,Candidato|Financiador,9,162e5,1,115e4,1
Asamblea,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,6,253318920,1,4038e3,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,TOLIMA,GUAMO,Regionales 2015,Candidato|Financiador,3,17137667,1,2e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,VALLE,ZARZAL,Regionales 2015,Candidato|Financiador,2,76e6,1,715e4,1
Alcaldía,PARTIDO LIBERAL COLOMBIANO,Persona Natural,VALLE,ZARZAL,Regionales 2015,Candidato|Financiador,2,7e7,1,5e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,TOLIMA,SALDAÑA,Regionales 2015,Candidato|Financiador,4,238e5,1,11e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,TOLIMA,SALDAÑA,Regionales 2015,Candidato|Financiador,4,48355514,1,221e3,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,TOLIMA,PURIFICACION,Regionales 2015,Candidato|Financiador,5,728e4,1,35e4,1
Cámara de Representantes,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,AMAZONAS,LETICIA,Congreso 2018,Candidato|Financiador,3,51285914,2,42e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,TOLIMA,RIOBLANCO,Regionales 2015,Candidato|Financiador,2,175e5,2,939536,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,CUNDINAMARCA,CARMEN DE CARUPA,Regionales 2015,Candidato|Financiador,2,2e7,1,2e5,1
Asamblea,PARTIDO CAMBIO RADICAL,Persona Natural,AMAZONAS,LETICIA,Regionales 2015,Candidato|Financiador,40,361225708,1,1e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,AMAZONAS,LETICIA,Regionales 2015,Candidato|Financiador,3,16531196,1,196e4,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,TOLIMA,ESPINAL,Regionales 2015,Candidato|Financiador,3,8653e4,10,3599700,1
Concejo,MOVIMIENTO MIRA,Persona Natural,TOLIMA,ESPINAL,Regionales 2015,Candidato|Financiador,2,1134e4,1,14e3,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,TOLIMA,IBAGUE,Regionales 2015,Candidato|Financiador,3,179638800,1,1e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,TOLIMA,ESPINAL,Regionales 2015,Candidato|Financiador,2,28946600,1,12e5,1
Alcaldía,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,TOLIMA,VILLAHERMOSA,Regionales 2015,Candidato|Financiador,2,876e4,1,1007e3,1
NA,NA,Persona Natural,TOLIMA,LIBANO,Regionales 2015,Financiador,2,252e5,1,5e6,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,TOLIMA,PIEDRAS,Regionales 2015,Candidato|Financiador,3,40519050,3,1943780,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,TOLIMA,ROVIRA,Regionales 2015,Candidato|Financiador,2,21986500,1,5e5,1
